field_count,name,habitat,mon,year,sex,age,soil,slope,aspect,origarea,agescale,slopescale,aspectscale,origareascale
2,Tyson,Pasture,Apr,2010,male,3,AminSW,9.24,201.71,5.6477,-1.555620328,2.307799931,33.78620825,2.193417372
0,Tyson,Pasture,Apr,2010,male,4,AminDW,14.98,289.35,1.6093,-0.555620328,8.047799931,121.4262083,-1.844982628
0,Tyson,Pasture,Apr,2010,male,4,AminDW,8.38,311.2,0.5254,-0.555620328,1.447799931,143.2762083,-2.928882628
1,Tyson,Pasture,Apr,2010,male,3,AminDW,7.4,208.9,3.9046,-1.555620328,0.467799931,40.97620825,0.450317372
2,Tyson,Pasture,Apr,2010,male,3,AminSW,6.1,222.74,3.8023,-1.555620328,-0.832200069,54.81620825,0.348017372
0,Tyson,Unknown,Apr,2010,male,4,AminSW,5.48,130.54,0.6532,-0.555620328,-1.452200069,-37.38379175,-2.801082628
1,Tyson,Unknown,Apr,2010,male,3,AminSW,6.13,191.11,0.6905,-1.555620328,-0.802200069,23.18620825,-2.763782628
0,Tyson,Pasture,Apr,2010,male,4,AminDW,9.94,222.71,6.6875,-0.555620328,3.007799931,54.78620825,3.233217372
6,Tyson,Pasture,Apr,2010,male,3,AminSW,8.74,200.63,21.6626,-1.555620328,1.807799931,32.70620825,18.20831737
1,Tyson,Woodland,Apr,2010,male,3,AminSW,5.03,174.49,0.589,-1.555620328,-1.902200069,6.566208253,-2.865282628
1,Tyson,Human,Apr,2010,male,3,AminDW,13.6,236.52,0.5033,-1.555620328,6.667799931,68.59620825,-2.950982628
0,Tyson,Arable,Apr,2010,male,4,AminSW,6.56,157.21,7.2329,-0.555620328,-0.372200069,-10.71379175,3.778617372
2,Yvonne,Pasture,Apr,2010,female,2,AminSW,7.72,88.84,3.8728,-2.555620328,0.787799931,-79.08379175,0.418517372
7,Yvonne,Pasture,Apr,2010,female,2,AminDW,6.31,150.63,4.1637,-2.555620328,-0.622200069,-17.29379175,0.709417372
1,Yvonne,Unknown,Apr,2010,female,2,AminSW,6.8,184.86,4.049,-2.555620328,-0.132200069,16.93620825,0.594717372
0,Yvonne,Pasture,Apr,2010,female,3,AminSW,7.5,206.56,3.967,-1.555620328,0.567799931,38.63620825,0.512717372
0,Yvonne,Woodland,Apr,2010,female,3,AminDW,7.5,188.34,0.4182,-1.555620328,0.567799931,20.41620825,-3.036082628
0,Yvonne,Unknown,Apr,2010,female,3,AminSW,6.41,170.61,6.365,-1.555620328,-0.522200069,2.686208253,2.910717372
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,6.49,188.03,1.2102,-1.555620328,-0.442200069,20.10620825,-2.244082628
0,Yvonne,Unknown,Apr,2010,female,3,AminDP,5.29,221.29,2.2199,-1.555620328,-1.642200069,53.36620825,-1.234382628
0,Yvonne,Human,Apr,2010,female,3,AminDP,4.43,124.02,0.3702,-1.555620328,-2.502200069,-43.90379175,-3.084082628
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,5.53,161.67,2.7476,-1.555620328,-1.402200069,-6.253791747,-0.706682628
0,Yvonne,Human,Apr,2010,female,3,AminDW,6.3,52.09,2.1761,-1.555620328,-0.632200069,-115.8337917,-1.278182628
0,Yvonne,Human,Apr,2010,female,3,AminDP,3,79.12,0.3431,-1.555620328,-3.932200069,-88.80379175,-3.111182628
0,Yvonne,Human,Apr,2010,female,3,AminDP,7.69,329.02,0.4043,-1.555620328,0.757799931,161.0962083,-3.049982628
6,Bluebell,Arable,Apr,2010,female,2,AminDP,4.37,199.38,7.3508,-2.555620328,-2.562200069,31.45620825,3.896517372
0,Bluebell,Pasture,Apr,2010,female,3,AminDP,8.14,113.54,5.3232,-1.555620328,1.207799931,-54.38379175,1.868917372
6,Bluebell,Woodland,Apr,2010,female,2,AminDP,5.99,220.63,10.6527,-2.555620328,-0.942200069,52.70620825,7.198417372
0,Bluebell,Pasture,Apr,2010,female,3,AminDP,7.4,182.71,2.9881,-1.555620328,0.467799931,14.78620825,-0.466182628
3,Bluebell,Pasture,Apr,2010,female,2,AminDW,9.3,239.06,7.4412,-2.555620328,2.367799931,71.13620825,3.986917372
0,Bluebell,Arable,Apr,2010,female,3,AminDP,4.39,196.75,3.1304,-1.555620328,-2.542200069,28.82620825,-0.323882628
1,Bluebell,Arable,Apr,2010,female,2,AminDP,5.75,161.23,5.7355,-2.555620328,-1.182200069,-6.693791747,2.281217372
3,Bluebell,Pasture,Apr,2010,female,2,AminDP,5.78,224.43,2.6602,-2.555620328,-1.152200069,56.50620825,-0.794082628
0,Bluebell,Human,Apr,2010,female,3,AminDP,8.47,247.62,0.0983,-1.555620328,1.537799931,79.69620825,-3.355982628
0,Bluebell,Pasture,Apr,2010,female,3,AlluvMIN,3.72,78.53,1.6113,-1.555620328,-3.212200069,-89.39379175,-1.842982628
0,Bluebell,Pasture,Apr,2010,female,3,AlluvMIN,3.38,203.21,2.0695,-1.555620328,-3.552200069,35.28620825,-1.384782628
1,Bluebell,Pasture,Apr,2010,female,2,AminDP,7.01,206.76,6.0719,-2.555620328,0.077799931,38.83620825,2.617617372
0,Bluebell,Pasture,Apr,2010,female,3,AminSW,6.04,205.17,0.9946,-1.555620328,-0.892200069,37.24620825,-2.459682628
0,Bluebell,Unknown,Apr,2010,female,3,AminSW,11.99,208.13,2.533,-1.555620328,5.057799931,40.20620825,-0.921282628
0,Bluebell,Unknown,Apr,2010,female,3,AminSP,9.02,164.41,3.7015,-1.555620328,2.087799931,-3.513791747,0.247217372
0,Bluebell,Human,Apr,2010,female,3,AminSP,8.51,225.25,0.8678,-1.555620328,1.577799931,57.32620825,-2.586482628
1,Bluebell,Pasture,Apr,2010,female,2,AlluvMIN,3.82,175.18,3.2696,-2.555620328,-3.112200069,7.256208253,-0.184682628
0,Bluebell,Unknown,Apr,2010,female,3,AminSW,6.84,165.12,0.345,-1.555620328,-0.092200069,-2.803791747,-3.109282628
1,Bluebell,Human,Apr,2010,female,2,AminSP,4.52,157.11,1.4133,-2.555620328,-2.412200069,-10.81379175,-2.040982628
1,Bluebell,Arable,Apr,2010,female,2,AlluvMIN,4.56,178.09,1.4324,-2.555620328,-2.372200069,10.16620825,-2.021882628
0,Carla,Pasture,Apr,2010,female,5,AminDP,4.63,229.57,3.4149,0.444379672,-2.302200069,61.64620825,-0.039382628
0,Carla,Pasture,Apr,2010,female,5,AminSP,6.73,135.91,2.7713,0.444379672,-0.202200069,-32.01379175,-0.682982628
1,Carla,Pasture,Apr,2010,female,4,AminSW,14.75,175.24,3.2447,-0.555620328,7.817799931,7.316208253,-0.209582628
0,Carla,Woodland,Apr,2010,female,5,AminDP,5.99,220.63,10.6527,0.444379672,-0.942200069,52.70620825,7.198417372
0,Carla,Pasture,Apr,2010,female,5,AminDP,8.68,109.44,2.5117,0.444379672,1.747799931,-58.48379175,-0.942582628
0,Carla,Pasture,Apr,2010,female,5,AminDP,5.25,177.1,1.2445,0.444379672,-1.682200069,9.176208253,-2.209782628
0,Carla,Pasture,Apr,2010,female,5,AminDP,5.11,109.94,1.8928,0.444379672,-1.822200069,-57.98379175,-1.561482628
0,Carla,Pasture,Apr,2010,female,5,AminDP,3.37,158.44,2.1227,0.444379672,-3.562200069,-9.483791747,-1.331582628
0,Carla,Human,Apr,2010,female,5,AminSP,6.16,194.15,0.4864,0.444379672,-0.772200069,26.22620825,-2.967882628
0,Carla,Pasture,Apr,2010,female,5,AminDP,0,0,1.8653,0.444379672,-6.932200069,-167.9237917,-1.588982628
0,Carla,Woodland,Apr,2010,female,5,AminDW,7,240.64,0.5815,0.444379672,0.067799931,72.71620825,-2.872782628
0,Carla,Pasture,Apr,2010,female,5,AminSW,7.64,237.45,1.2542,0.444379672,0.707799931,69.52620825,-2.200082628
0,Carla,Woodland,Apr,2010,female,5,AlluvMIN,2.47,104.44,0.1548,0.444379672,-4.462200069,-63.48379175,-3.299482628
0,Carla,Pasture,Apr,2010,female,5,AminDP,4.7,223.19,1.281,0.444379672,-2.232200069,55.26620825,-2.173282628
0,Carla,Pasture,Apr,2010,female,5,AminDW,6.17,214.73,1.039,0.444379672,-0.762200069,46.80620825,-2.415282628
1,Dolly,Pasture,Apr,2010,female,4,AminDP,3.61,175.77,5.1485,-0.555620328,-3.322200069,7.846208253,1.694217372
0,Dolly,Pasture,Apr,2010,female,5,AminDP,7.02,141.9,0.9519,0.444379672,0.087799931,-26.02379175,-2.502382628
1,Dolly,Pasture,Apr,2010,female,4,AminDP,5.99,145.61,2.6205,-0.555620328,-0.942200069,-22.31379175,-0.833782628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,5.39,133.64,2.6403,0.444379672,-1.542200069,-34.28379175,-0.813982628
1,Dolly,Pasture,Apr,2010,female,4,AminDP,5.32,150.55,3.4953,-0.555620328,-1.612200069,-17.37379175,0.041017372
1,Dolly,Arable,Apr,2010,female,4,AminSP,4.93,200.44,4.2867,-0.555620328,-2.002200069,32.51620825,0.832417372
0,Dolly,Pasture,Apr,2010,female,5,AminDW,4.81,117.68,4.0264,0.444379672,-2.122200069,-50.24379175,0.572117372
0,Dolly,Arable,Apr,2010,female,5,AminDP,5.98,154.53,4.829,0.444379672,-0.952200069,-13.39379175,1.374717372
0,Dolly,Human,Apr,2010,female,5,AminDP,5.21,168.65,0.7093,0.444379672,-1.722200069,0.726208253,-2.744982628
2,Dolly,Pasture,Apr,2010,female,4,Lac,3.67,151.19,1.0416,-0.555620328,-3.262200069,-16.73379175,-2.412682628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,3.26,188.07,0.276,0.444379672,-3.672200069,20.14620825,-3.178282628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,7.1,109.82,1.2143,0.444379672,0.167799931,-58.10379175,-2.239982628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,6.43,137.98,0.4904,0.444379672,-0.502200069,-29.94379175,-2.963882628
0,Dolly,Woodland,Apr,2010,female,5,AminSP,3.71,155.59,0.3002,0.444379672,-3.222200069,-12.33379175,-3.154082628
0,Dolly,Human,Apr,2010,female,5,AminDP,9.31,219.57,0.7209,0.444379672,2.377799931,51.64620825,-2.733382628
1,Dolly,Pasture,Apr,2010,female,4,AminDP,6.59,167.12,1.6068,-0.555620328,-0.342200069,-0.803791747,-1.847482628
0,Dolly,Human,Apr,2010,female,5,AminDP,5.91,154.37,0.482,0.444379672,-1.022200069,-13.55379175,-2.972282628
0,Dolly,Human,Apr,2010,female,5,AminSW,2.86,174.61,0.7529,0.444379672,-4.072200069,6.686208253,-2.701382628
0,Dolly,Pasture,Apr,2010,female,5,AminDP,5.45,207.44,1.0495,0.444379672,-1.482200069,39.51620825,-2.404782628
1,Dolly,Pasture,Apr,2010,female,4,AminDP,4.58,224.25,1.6021,-0.555620328,-2.352200069,56.32620825,-1.852182628
2,George,Pasture,Apr,2010,male,3,AminDP,3.58,127.96,2.1851,-1.555620328,-3.352200069,-39.96379175,-1.269182628
8,George,Pasture,Apr,2010,male,3,AminSP,8.02,157.49,5.6054,-1.555620328,1.087799931,-10.43379175,2.151117372
1,George,Pasture,Apr,2010,male,3,AminDW,7.4,208.9,3.9046,-1.555620328,0.467799931,40.97620825,0.450317372
3,George,Pasture,Apr,2010,male,3,AminDP,5.11,109.94,1.8928,-1.555620328,-1.822200069,-57.98379175,-1.561482628
0,George,Pasture,Apr,2010,male,4,AminDP,3.37,158.44,2.1227,-0.555620328,-3.562200069,-9.483791747,-1.331582628
0,George,Unknown,Apr,2010,male,4,AminDP,7.34,196.82,1.0981,-0.555620328,0.407799931,28.89620825,-2.356182628
0,George,Unknown,Apr,2010,male,4,AminSW,5.48,130.54,0.6532,-0.555620328,-1.452200069,-37.38379175,-2.801082628
6,George,Pasture,Apr,2010,male,3,AminDP,3.15,114.59,3.578,-1.555620328,-3.782200069,-53.33379175,0.123717372
0,George,Human,Apr,2010,male,4,AminSP,6.16,194.15,0.4864,-0.555620328,-0.772200069,26.22620825,-2.967882628
1,George,Pasture,Apr,2010,male,3,AminDW,4.56,186.61,3.6856,-1.555620328,-2.372200069,18.68620825,0.231317372
0,George,Woodland,Apr,2010,male,4,AlluvMIN,2.47,104.44,0.1548,-0.555620328,-4.462200069,-63.48379175,-3.299482628
3,George,Pasture,Apr,2010,male,3,AminDP,6.41,223.89,2.9154,-1.555620328,-0.522200069,55.96620825,-0.538882628
9,Ray,Arable,Apr,2010,male,2,AminDP,4.37,199.38,7.3508,-2.555620328,-2.562200069,31.45620825,3.896517372
1,Ray,Pasture,Apr,2010,male,2,AminDP,8.14,113.54,5.3232,-2.555620328,1.207799931,-54.38379175,1.868917372
6,Ray,Woodland,Apr,2010,male,2,AminDP,5.99,220.63,10.6527,-2.555620328,-0.942200069,52.70620825,7.198417372
1,Ray,Pasture,Apr,2010,male,2,AminDP,7.4,182.71,2.9881,-2.555620328,0.467799931,14.78620825,-0.466182628
1,Ray,Pasture,Apr,2010,male,2,AminDW,9.3,239.06,7.4412,-2.555620328,2.367799931,71.13620825,3.986917372
0,Ray,Arable,Apr,2010,male,3,AminDP,4.39,196.75,3.1304,-1.555620328,-2.542200069,28.82620825,-0.323882628
3,Ray,Pasture,Apr,2010,male,2,AminSP,10.95,226.5,6.8694,-2.555620328,4.017799931,58.57620825,3.415117372
0,Ray,Uncultivated,Apr,2010,male,3,AminDP,5.23,245.98,0.1912,-1.555620328,-1.702200069,78.05620825,-3.263082628
0,Ray,Human,Apr,2010,male,3,AminDP,0,0,0.0819,-1.555620328,-6.932200069,-167.9237917,-3.372382628
3,Ray,Pasture,Apr,2010,male,2,AlluvMIN,3.99,210.43,2.6098,-2.555620328,-2.942200069,42.50620825,-0.844482628
4,Ray,Pasture,Apr,2010,male,2,AminDP,4.5,209.53,2.9154,-2.555620328,-2.432200069,41.60620825,-0.538882628
2,Ray,Pasture,Apr,2010,male,2,AminSW,4.37,153.88,0.4334,-2.555620328,-2.562200069,-14.04379175,-3.020882628
0,Ray,Human,Apr,2010,male,3,AminSP,4.58,190.33,0.3326,-1.555620328,-2.352200069,22.40620825,-3.121682628
0,Ray,Unknown,Apr,2010,male,3,AminSP,9.02,164.41,3.7015,-1.555620328,2.087799931,-3.513791747,0.247217372
4,Ray,Unknown,Apr,2010,male,2,AminSP,7.68,197.71,2.8643,-2.555620328,0.747799931,29.78620825,-0.589982628
0,Ray,Human,Apr,2010,male,3,AminSP,8.51,225.25,0.8678,-1.555620328,1.577799931,57.32620825,-2.586482628
1,Ray,Pasture,Apr,2010,male,2,AminSP,10.62,129.44,2.2757,-2.555620328,3.687799931,-38.48379175,-1.178582628
0,Ray,Woodland,Apr,2010,male,3,AlluvMIN,2.82,225.67,1.7509,-1.555620328,-4.112200069,57.74620825,-1.703382628
0,Ray,Human,Apr,2010,male,3,AminDP,5.72,177.99,0.2195,-1.555620328,-1.212200069,10.06620825,-3.234782628
0,Ray,Human,Apr,2010,male,3,AminDP,7.25,217.23,0.1611,-1.555620328,0.317799931,49.30620825,-3.293182628
2,Romeo,Pasture,Apr,2010,male,4,AminSW,8.74,200.63,21.6626,-0.555620328,1.807799931,32.70620825,18.20831737
0,Romeo,Human,Apr,2010,male,5,AminDW,5.99,209.67,0.7256,0.444379672,-0.942200069,41.74620825,-2.728682628
2,Romeo,Arable,Apr,2010,male,4,AminDP,6.68,138.27,12.0195,-0.555620328,-0.252200069,-29.65379175,8.565217372
13,Romeo,Arable,Apr,2010,male,4,AminDW,6.02,127.76,4.6852,-0.555620328,-0.912200069,-40.16379175,1.230917372
0,Romeo,Pasture,Apr,2010,male,5,AminDW,7.98,96.83,6.422,0.444379672,1.047799931,-71.09379175,2.967717372
6,Romeo,Arable,Apr,2010,male,4,AminSW,7.01,109.82,8.4842,-0.555620328,0.077799931,-58.10379175,5.029917372
1,Romeo,Woodland,Apr,2010,male,4,AminSW,5.03,174.49,0.589,-0.555620328,-1.902200069,6.566208253,-2.865282628
0,Romeo,Pasture,Apr,2010,male,5,AminDW,7.24,108.37,1.6313,0.444379672,0.307799931,-59.55379175,-1.822982628
2,Romeo,Human,Apr,2010,male,4,AminDW,5.21,159.04,4.7689,-0.555620328,-1.722200069,-8.883791747,1.314617372
0,Romeo,Human,Apr,2010,male,5,AminDW,10.32,118.08,1.0823,0.444379672,3.387799931,-49.84379175,-2.371982628
0,Romeo,Arable,Apr,2010,male,5,AminDW,7.38,160.3,3.9722,0.444379672,0.447799931,-7.623791747,0.517917372
1,Romeo,Pasture,Apr,2010,male,4,AminDW,10.11,200.26,2.9071,-0.555620328,3.177799931,32.33620825,-0.547182628
1,Romeo,Unknown,Apr,2010,male,4,AminSW,7.36,293.85,0.6919,-0.555620328,0.427799931,125.9262083,-2.762382628
0,Ronan,Woodland,Apr,2010,male,4,AlluvMIN,5.09,162.07,5.1842,-0.555620328,-1.842200069,-5.853791747,1.729917372
4,Ronan,Pasture,Apr,2010,male,3,AminSW,7.72,88.84,3.8728,-1.555620328,0.787799931,-79.08379175,0.418517372
2,Ronan,Pasture,Apr,2010,male,3,AminDW,6.31,150.63,4.1637,-1.555620328,-0.622200069,-17.29379175,0.709417372
0,Ronan,Unknown,Apr,2010,male,4,AminSW,6.8,184.86,4.049,-0.555620328,-0.132200069,16.93620825,0.594717372
0,Ronan,Pasture,Apr,2010,male,4,AminSW,7.5,206.56,3.967,-0.555620328,0.567799931,38.63620825,0.512717372
0,Ronan,Human,Apr,2010,male,4,AminDP,9.02,270.31,1.3263,-0.555620328,2.087799931,102.3862083,-2.127982628
3,Ronan,Pasture,Apr,2010,male,3,AminDP,10.47,235.44,4.4552,-1.555620328,3.537799931,67.51620825,1.000917372
1,Ronan,Pasture,Apr,2010,male,3,AminSW,5.58,213.3,2.8381,-1.555620328,-1.352200069,45.37620825,-0.616182628
0,Ronan,Unknown,Apr,2010,male,4,AminSW,3.55,282.91,0.4457,-0.555620328,-3.382200069,114.9862083,-3.008582628
0,Ronan,Pasture,Apr,2010,male,4,AminSW,7.64,179.93,0.647,-0.555620328,0.707799931,12.00620825,-2.807282628
1,Ronan,Pasture,Apr,2010,male,3,AminDW,8.03,184.54,1.5283,-1.555620328,1.097799931,16.61620825,-1.925982628
0,Ronan,Unknown,Apr,2010,male,4,AlluvMIN,6.93,182.95,0.9038,-0.555620328,-0.002200069,15.02620825,-2.550482628
0,Ronan,Pasture,Apr,2010,male,4,AminSP,7.66,73.15,4.6628,-0.555620328,0.727799931,-94.77379175,1.208517372
0,Ronan,Pasture,Apr,2010,male,4,AminDP,5.53,161.67,2.7476,-0.555620328,-1.402200069,-6.253791747,-0.706682628
1,Ronan,Human,Apr,2010,male,3,AminDW,6.3,52.09,2.1761,-1.555620328,-0.632200069,-115.8337917,-1.278182628
0,Ronan,Human,Apr,2010,male,4,AminSW,9.43,214.04,0.2475,-0.555620328,2.497799931,46.11620825,-3.206782628
0,Ronan,Uncultivated,Apr,2010,male,4,AminDP,5.52,252.31,0.6702,-0.555620328,-1.412200069,84.38620825,-2.784082628
0,Ronan,Human,Apr,2010,male,4,AminSW,10.88,228.63,0.2177,-0.555620328,3.947799931,60.70620825,-3.236582628
1,Sheila,Pasture,Apr,2010,female,2,AminDP,5.23,149.51,2.611,-2.555620328,-1.702200069,-18.41379175,-0.843282628
0,Sheila,Pasture,Apr,2010,female,3,AminDP,4.08,206.29,2.1148,-1.555620328,-2.852200069,38.36620825,-1.339482628
0,Sheila,Pasture,Apr,2010,female,3,AminSW,7.68,164.55,1.5432,-1.555620328,0.747799931,-3.373791747,-1.911082628
0,Sheila,Pasture,Apr,2010,female,3,AminDW,9.34,76.73,1.9873,-1.555620328,2.407799931,-91.19379175,-1.466982628
0,Sheila,Pasture,Apr,2010,female,3,AminSP,4.95,261.23,1.1522,-1.555620328,-1.982200069,93.30620825,-2.302082628
0,Sheila,Pasture,Apr,2010,female,3,AminSP,6.2,144.33,2.0004,-1.555620328,-0.732200069,-23.59379175,-1.453882628
0,Sheila,Arable,Apr,2010,female,3,AminDW,9.21,143,5.2679,-1.555620328,2.277799931,-24.92379175,1.813617372
0,Sheila,REPS Habitat,Apr,2010,female,3,AminSW,9.1,14.29,0.3069,-1.555620328,2.167799931,-153.6337917,-3.147382628
0,Sheila,Arable,Apr,2010,female,3,AminDW,6.23,148.87,3.6353,-1.555620328,-0.702200069,-19.05379175,0.181017372
0,Sheila,Woodland,Apr,2010,female,3,AminDP,2.95,118.73,1.5016,-1.555620328,-3.982200069,-49.19379175,-1.952682628
0,Sheila,Pasture,Apr,2010,female,3,AminDW,9.05,275.15,0.9088,-1.555620328,2.117799931,107.2262083,-2.545482628
0,Sheila,Pasture,Apr,2010,female,3,AminSW,6.23,112.72,0.7079,-1.555620328,-0.702200069,-55.20379175,-2.746382628
1,Sheila,Woodland,Apr,2010,female,2,AminSW,11.35,72.04,3.0697,-2.555620328,4.417799931,-95.88379175,-0.384582628
0,Sheila,Pasture,Apr,2010,female,3,AminDP,6.85,86.76,3.3729,-1.555620328,-0.082200069,-81.16379175,-0.081382628
2,Sheila,Uncultivated,Apr,2010,female,2,AminSP,5.3,147.22,2.1314,-2.555620328,-1.632200069,-20.70379175,-1.322882628
0,Sheila,Uncultivated,Apr,2010,female,3,AminDP,7.06,182.29,1.0315,-1.555620328,0.127799931,14.36620825,-2.422782628
0,Sheila,Human,Apr,2010,female,3,AminSW,6.67,195.26,18.8425,-1.555620328,-0.262200069,27.33620825,15.38821737
2,Sheila,Pasture,Apr,2010,female,2,AminSW,8,49.11,1.71,-2.555620328,1.067799931,-118.8137917,-1.744282628
0,Sheila,Woodland,Apr,2010,female,3,AminSP,8.89,118.92,1.8821,-1.555620328,1.957799931,-49.00379175,-1.572182628
1,Sheila,Pasture,Apr,2010,female,2,AminSW,7.47,151.2,5.1791,-2.555620328,0.537799931,-16.72379175,1.724817372
0,Sheila,Pasture,Apr,2010,female,3,AminSW,7.39,174.46,9.9861,-1.555620328,0.457799931,6.536208253,6.531817372
0,Sheila,Human,Apr,2010,female,3,AminSP,4.06,267.75,0.5085,-1.555620328,-2.872200069,99.82620825,-2.945782628
0,Sheila,Woodland,Apr,2010,female,3,AminSP,4.69,157.1,0.1678,-1.555620328,-2.242200069,-10.82379175,-3.286482628
0,Sheila,Human,Apr,2010,female,3,AminDW,10.61,85.41,0.6584,-1.555620328,3.677799931,-82.51379175,-2.795882628
0,Sheila,Human,Apr,2010,female,3,AminDW,9.02,79.76,0.3848,-1.555620328,2.087799931,-88.16379175,-3.069482628
1,Sheila,Pasture,Apr,2010,female,2,AminDP,8.95,232.23,3.9181,-2.555620328,2.017799931,64.30620825,0.463817372
0,Tyson,Arable,Apr,2010,male,4,AminDP,4.39,196.75,3.1304,-0.555620328,-2.542200069,28.82620825,-0.323882628
3,Tyson,Arable,Apr,2010,male,3,AminSW,8.62,198.57,7.6084,-1.555620328,1.687799931,30.64620825,4.154117372
0,Tyson,Pasture,Apr,2010,male,4,AminDW,7.1,184.18,5.9903,-0.555620328,0.167799931,16.25620825,2.536017372
0,Tyson,Pasture,Apr,2010,male,4,AminSW,11.52,242.25,0.2474,-0.555620328,4.587799931,74.32620825,-3.206882628
3,Tyson,Pasture,Apr,2010,male,3,AminSW,5.21,182.42,5.59,-1.555620328,-1.722200069,14.49620825,2.135717372
5,Tyson,Pasture,Apr,2010,male,3,AminDW,10.3,206.85,6.1194,-1.555620328,3.367799931,38.92620825,2.665117372
1,Tyson,Pasture,Apr,2010,male,3,AminDW,5.79,190.76,0.7224,-1.555620328,-1.142200069,22.83620825,-2.731882628
5,Tyson,Pasture,Apr,2010,male,3,AminSW,14.1,265.87,6.0367,-1.555620328,7.167799931,97.94620825,2.582417372
1,Tyson,Pasture,Apr,2010,male,3,AminDW,10.15,233.12,4.0377,-1.555620328,3.217799931,65.19620825,0.583417372
0,Tyson,Human,Apr,2010,male,4,AminDW,9.44,235.1,1.9984,-0.555620328,2.507799931,67.17620825,-1.455882628
5,Tyson,Arable,Apr,2010,male,3,AminSW,7.01,109.82,8.4842,-1.555620328,0.077799931,-58.10379175,5.029917372
3,Tyson,Woodland,Apr,2010,male,3,AminSW,10.34,196.47,3.0618,-1.555620328,3.407799931,28.54620825,-0.392482628
0,Tyson,Pasture,Apr,2010,male,4,AminSW,9.35,247.37,0.6474,-0.555620328,2.417799931,79.44620825,-2.806882628
4,Tyson,Arable,Apr,2010,male,3,AminDW,8.53,230.28,6.3387,-1.555620328,1.597799931,62.35620825,2.884417372
2,Yvonne,Pasture,Apr,2010,female,2,AminSW,7.72,88.84,3.8728,-2.555620328,0.787799931,-79.08379175,0.418517372
4,Yvonne,Pasture,Apr,2010,female,2,AminDW,6.31,150.63,4.1637,-2.555620328,-0.622200069,-17.29379175,0.709417372
0,Yvonne,Unknown,Apr,2010,female,3,AminSW,6.8,184.86,4.049,-1.555620328,-0.132200069,16.93620825,0.594717372
0,Yvonne,Pasture,Apr,2010,female,3,AminSW,7.5,206.56,3.967,-1.555620328,0.567799931,38.63620825,0.512717372
0,Yvonne,Woodland,Apr,2010,female,3,AminDW,7.5,188.34,0.4182,-1.555620328,0.567799931,20.41620825,-3.036082628
0,Yvonne,Pasture,Apr,2010,female,3,AminSW,6.9,227.93,3.4482,-1.555620328,-0.032200069,60.00620825,-0.006082628
0,Yvonne,Pasture,Apr,2010,female,3,AminDW,8.93,196.65,2.7694,-1.555620328,1.997799931,28.72620825,-0.684882628
0,Yvonne,Unknown,Apr,2010,female,3,AminSW,7.95,190.26,0.3958,-1.555620328,1.017799931,22.33620825,-3.058482628
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,6.49,188.03,1.2102,-1.555620328,-0.442200069,20.10620825,-2.244082628
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,5.49,145.87,2.9827,-1.555620328,-1.442200069,-22.05379175,-0.471582628
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,4.56,200.4,2.0215,-1.555620328,-2.372200069,32.47620825,-1.432782628
0,Yvonne,Woodland,Apr,2010,female,3,AminDP,3.57,197.8,0.3676,-1.555620328,-3.362200069,29.87620825,-3.086682628
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,7.58,68.16,0.6125,-1.555620328,0.647799931,-99.76379175,-2.841782628
0,Yvonne,Pasture,Apr,2010,female,3,AminDP,5.39,150.23,3.9311,-1.555620328,-1.542200069,-17.69379175,0.476817372
0,Yvonne,Human,Apr,2010,female,3,AminDP,8.01,159.27,1.1834,-1.555620328,1.077799931,-8.653791747,-2.270882628
0,Yvonne,Human,Apr,2010,female,3,AminSW,11.86,207.55,0.1818,-1.555620328,4.927799931,39.62620825,-3.272482628
